App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.8387790197764402,0.9180871212121212,0.9056515646893974,0.0601503759398496,0.9118269456853983
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0346564154096023,1.0,0.0346564154096023,0.0669911574382545,0.0669911574382545
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9957007738607052,0.99859616284511,0.9967304997664642,0.9732620320855616,0.9976624590930342
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9720550300945828,0.9971264367816092,0.9724427837459132,0.8463356973995273,0.9846299361551194
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9974204643164232,0.9995320542817032,0.9976646426903316,0.983957219251337,0.9985974754558206
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9419604471195184,0.9980139026812314,0.9388136384866884,0.7283702213279679,0.967509025270758
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9974204643164232,0.9995320542817032,0.9976646426903316,0.983957219251337,0.9985974754558206
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9969905417024936,0.999064546304958,0.9976646426903316,0.9812332439678284,0.9983641037625614
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9737747205503008,0.994296577946768,0.97711349836525,0.8501228501228502,0.9856301531213192
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.8559759243336199,0.9207828518173344,0.9229332087809436,0.0821917808219178,0.9218567763004432
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0102590467733077,1.0,0.0102590467733077,0.0203097350250401,0.0203097350250401
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.998280309544282,0.9986000933271116,0.9995329285380664,0.9891304347826088,0.9990662931839402
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.9724849527085124,0.9722601182355616,0.998598785614199,0.7948717948717949,0.9852534562211982
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,1.0,1.0,1.0,1.0,1.0
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,1.0,1.0,1.0,1.0,1.0
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9987102321582116,0.9986007462686568,1.0,0.9918256130790192,0.9992998833138856
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.969475494411006,0.9730347349177332,0.994395142456796,0.7801857585139318,0.9835989835989836
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.8300220750551877,0.9074436826640548,0.9043435822352368,0.123006833712984,0.90589098020044
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.033649255990499,1.0,0.033649255990499,0.0651076867621879,0.0651076867621879
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9456953642384106,0.9670223084384092,0.9731576378721328,0.7064439140811456,0.9700802724397956
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9077262693156732,1.0,0.8979990239141045,0.673946957878315,0.9462586783234764
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9527593818984548,0.9672762271414822,0.9809663250366032,0.7344913151364766,0.9740731766416284
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.8242825607064017,0.9044585987261148,0.9009272816007808,0.0954545454545454,0.9026894865525672
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.070989451132897,1.0,0.070989451132897,0.1325679745170303,0.1325679745170303
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.9885209713024282,0.9931740614334472,0.9941434846266471,0.9395348837209302,0.9936585365853658
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.9333333333333332,0.981237322515213,0.944363103953148,0.7033398821218075,0.9624471524496394
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9885209713024282,0.9931740614334472,0.9941434846266471,0.9395348837209302,0.9936585365853658
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.917439293598234,0.980888429752066,0.9267935578330894,0.6568807339449542,0.9530740276035132
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9880794701986756,0.9926900584795322,0.9941434846266471,0.9370629370629372,0.9934162399414777
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9889624724061812,0.99317738791423,0.9946315275744264,0.9417249417249416,0.9939039258717386
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9456953642384106,0.9815,0.9580283064909711,0.7442827442827442,0.9696221289207212
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.5448123620309051,0.6437976437976438,0.6424619640387276,0.3717245581962217,0.6431291104188301
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0315068812146333,1.0,0.0315068812146333,0.0610890373848654,0.0610890373848654
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.6507726269315673,0.9443690637720488,0.4813278008298755,0.6629740093736685,0.6376546037562987
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.6512141280353201,0.946866485013624,0.4806362378976487,0.6638297872340425,0.6376146788990826
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.7602649006622516,0.8557919621749409,0.7510373443983402,0.7008264462809918,0.7999999999999999
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.5386313465783664,0.6342933690555927,0.6549100968188105,0.3431803896920176,0.6444368832936374
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.070989451132897,1.0,0.070989451132897,0.1325679745170303,0.1325679745170303
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.9403973509933776,0.9632508833922262,0.9426002766251728,0.9191132414619532,0.952813701502971
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7867549668874172,0.7694459988808058,0.9508990318118948,0.6276021588280647,0.8506031549644293
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9386313465783664,0.9644633972992182,0.938450899031812,0.91711389385808,0.951279355064844
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.6476821192052981,0.7852112676056338,0.6168741355463347,0.5903490759753595,0.6909372579395817
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9355408388520972,0.9571026722925458,0.9412171507607192,0.9121540312876052,0.9490934449093446
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.943046357615894,0.9720430107526882,0.9377593360995852,0.9236234458259324,0.9545934530095038
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9236203090507726,0.9454163750874738,0.9343015214384508,0.8954682779456193,0.9398260869565218
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.5082219938335046,0.5771186440677966,0.597892888498683,0.3916083916083916,0.5873221216041397
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0296978772533464,1.0,0.0296978772533464,0.0576827007404611,0.0576827007404611
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.7533401849948612,0.7734439834024897,0.8182616330114135,0.689922480620155,0.7952218430034129
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.6449126413155191,0.6359223300970874,0.920105355575066,0.3746606334841629,0.7520631503408685
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.8011305241521068,0.8686274509803922,0.7778753292361721,0.7766878245816503,0.8207503473830479
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.6084275436793423,0.7252090800477897,0.5329236172080772,0.6022964509394572,0.6143724696356275
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.8016443987667009,0.8673170731707317,0.7805092186128183,0.7766203703703702,0.8216266173752311
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.8011305241521068,0.8553875236294896,0.7945566286215979,0.7716814159292035,0.8238507055075103
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.6187050359712231,0.6420901932712957,0.7875329236172081,0.4528023598820058,0.7074132492113565
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.5082219938335046,0.5769881556683587,0.5987708516242318,0.3908338637810312,0.5876777251184834
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0673746299196396,1.0,0.0673746299196396,0.126243641231593,0.126243641231593
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.921377183967112,0.9417562724014336,0.922739244951712,0.9065363469761758,0.9321507760532152
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.6649537512846866,0.6450268016676594,0.9508340649692713,0.3929236499068901,0.7686302342086586
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9280575539568344,0.9424269264836138,0.9341527655838456,0.913793103448276,0.9382716049382716
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.6012332990750257,0.6405886909372579,0.7260755048287972,0.4692202462380301,0.6806584362139918
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9265159301130524,0.9391534391534392,0.9350307287093942,0.9116738727609636,0.9370875494940606
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9326824254881808,0.936741767764298,0.9490781387181738,0.9180737961225768,0.9428696031399912
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.6937307297019527,0.6697936210131332,0.9402985074626866,0.4835355285961871,0.7823228634039445
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.7461468721668177,0.8602783725910065,0.8431269674711438,0.122257053291536,0.8516163222045575
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0344143412426756,1.0,0.0344143412426756,0.0665387937319828,0.0665387937319828
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9111514052583862,0.9808773903262092,0.9150052465897168,0.7307692307692307,0.9467969598262758
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.8499546690843155,0.9607957870099474,0.8614900314795383,0.5846925972396487,0.9084370677731674
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.8504079782411604,0.981074481074481,0.8431269674711438,0.6198156682027649,0.9068848758465012
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.8499546690843155,0.9607957870099474,0.8614900314795383,0.5846925972396487,0.9084370677731674
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.756572982774252,0.8662386302835741,0.8494228751311648,0.1569858712715855,0.857748344370861
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0707431687648662,1.0,0.0707431687648662,0.1321384452005808,0.1321384452005808
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.956029011786038,0.9778129952456418,0.9711437565582371,0.8417618270799346,0.974466964990787
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.871713508612874,0.9360558839333692,0.91395592864638,0.5612403100775195,0.9248739049641624
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9542157751586582,0.979288369622942,0.9674711437565582,0.8378812199036918,0.9733438902084982
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.8640072529465095,0.8640072529465095,1.0,0.0,0.9270428015564202
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.956482320942883,0.9783298097251586,0.9711437565582371,0.8436482084690553,0.9747235387045814
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9555757026291932,0.9752891692954784,0.9732423924449108,0.837748344370861,0.974264705882353
petclinic,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.8735267452402539,0.8813877168307548,0.9863588667366212,0.2520107238605898,0.9309234959148304
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.5266219239373602,0.6006415396952687,0.5721925133689839,0.4472309299895506,0.5860719874804382
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0325793853735645,1.0,0.0325793853735645,0.0631029165118923,0.0631029165118923
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.6885906040268457,0.7124047124047124,0.7853323147440795,0.5948777648428405,0.747093023255814
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.7239373601789709,0.7018669778296382,0.919022154316272,0.5736005528680027,0.7958981144558386
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.6675615212527964,0.7193798449612403,0.7089381207028266,0.6028861571352219,0.7141208156983455
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.6720357941834452,0.7130177514792899,0.7364400305576776,0.5948037589828635,0.7245396467493423
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.665324384787472,0.7076239822353811,0.7303284950343774,0.5867403314917128,0.718796992481203
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.6961968680089485,0.7116935483870968,0.8090145148968678,0.5941422594142259,0.7572398998927421
phoenix,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.6738255033557047,0.7135493372606775,0.7402597402597403,0.5956738768718803,0.7266591676040496
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.5217002237136465,0.5909090909090909,0.5958747135217723,0.4193373166757196,0.5933815138836059
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0708656841322237,1.0,0.0708656841322237,0.1323521430974786,0.1323521430974786
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.8706935123042505,0.8881278538812786,0.891520244461421,0.8435300487276667,0.8898208158597026
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7203579418344519,0.6779396462018731,0.9954163483575248,0.4955609362389023,0.8065614360878984
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.8787472035794184,0.8992307692307693,0.893048128342246,0.8543793659322945,0.8961287849750863
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.6881431767337808,0.6976744186046512,0.825057295645531,0.5678859268443893,0.7560378018900945
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.8778523489932886,0.8978494623655914,0.893048128342246,0.8531468531468531,0.8954423592493298
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.8850111856823266,0.8757142857142857,0.93659281894576,0.8540601930721181,0.9051310446659284
phoenix,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.6921700223713646,0.706312292358804,0.812070282658518,0.5845410628019324,0.7555081734186211
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.7971163748712667,0.8771526980482205,0.8946135831381733,0.0921658986175115,0.8857971014492754
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0321134690342139,1.0,0.0321134690342139,0.0622285630363174,0.0622285630363174
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.8084449021627188,1.0,0.7822014051522248,0.5571428571428572,0.8777923784494086
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.7857878475798146,0.8782201405152225,0.8782201405152225,0.1111111111111111,0.8782201405152223
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.06601342572542226,1.0,0.06601342572542226,0.1238510212580111,0.1238510212580111
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,1.0,1.0,1.0,1.0,1.0
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.976313079299691,1.0,0.9730679156908665,0.9105058365758755,0.9863501483679524
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,1.0,1.0,1.0,1.0,1.0
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,1.0,1.0,1.0,1.0,1.0
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,1.0,1.0,1.0,1.0,1.0
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,1.0,1.0,1.0,1.0,1.0
ppma,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,1.0,1.0,1.0,1.0,1.0
