Model,Embedding,Classifier,Accuracy,Precision,Recall,F1
DS_content_tags_modelsize100epoch21,Content and tags,Nearest Neighbors,0.932642487046632,0.9577464788732394,0.951048951048951,0.9543859649122808
DS_content_tags_modelsize100epoch21,Content and tags,SVM RBF,0.9378238341968912,0.9645390070921984,0.951048951048951,0.9577464788732396
DS_content_tags_modelsize100epoch21,Content and tags,Decision Tree,0.8601036269430051,0.9142857142857144,0.8951048951048951,0.9045936395759716
DS_content_tags_modelsize100epoch21,Content and tags,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_tags_modelsize100epoch21,Content and tags,Random Forest,0.8601036269430051,0.9142857142857144,0.8951048951048951,0.9045936395759716
DS_content_tags_modelsize100epoch21,Content and tags,Ensemble,0.927461139896373,0.9448275862068966,0.958041958041958,0.9513888888888888
DS_content_tags_modelsize100epoch21,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9067357512953368,0.9251700680272108,0.951048951048951,0.9379310344827588
DS_content_modelsize100epoch31,Content only,SVM RBF,0.927461139896373,0.951048951048951,0.951048951048951,0.951048951048951
DS_content_modelsize100epoch31,Content only,Decision Tree,0.8549222797927462,0.891156462585034,0.916083916083916,0.9034482758620688
DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929292
DS_content_modelsize100epoch31,Content only,Random Forest,0.8549222797927462,0.891156462585034,0.916083916083916,0.9034482758620688
DS_content_modelsize100epoch31,Content only,Ensemble,0.922279792746114,0.9383561643835616,0.958041958041958,0.9480968858131488
DS_content_modelsize100epoch31,Content only,Neural Net,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929292
DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.911917098445596,0.9090909090909092,0.9790209790209792,0.9427609427609428
DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.922279792746114,0.9102564102564102,0.993006993006993,0.9498327759197324
DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8808290155440415,0.9054054054054054,0.9370629370629372,0.9209621993127148
DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.922279792746114,0.9102564102564102,0.993006993006993,0.9498327759197324
DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8808290155440415,0.9054054054054054,0.9370629370629372,0.9209621993127148
DS_tags_modelsize100epoch31,Tags only,Ensemble,0.911917098445596,0.9090909090909092,0.9790209790209792,0.9427609427609428
DS_tags_modelsize100epoch31,Tags only,Neural Net,0.8911917098445595,0.8765432098765432,0.993006993006993,0.9311475409836064
DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9430051813471504,0.9714285714285714,0.951048951048951,0.96113074204947
DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.9533678756476685,0.9785714285714284,0.958041958041958,0.9681978798586572
DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8963730569948186,0.9361702127659576,0.9230769230769232,0.9295774647887324
DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.9015544041450776,0.9078947368421052,0.965034965034965,0.9355932203389832
DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8963730569948186,0.9361702127659576,0.9230769230769232,0.9295774647887324
DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.9533678756476685,0.971830985915493,0.965034965034965,0.968421052631579
DS_content_tags_modelsize100epoch31,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch41,Content only,Nearest Neighbors,0.8756476683937824,0.9047619047619048,0.93006993006993,0.9172413793103448
DS_content_modelsize100epoch41,Content only,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_modelsize100epoch41,Content only,Decision Tree,0.8393782383419689,0.8835616438356164,0.902097902097902,0.8927335640138407
DS_content_modelsize100epoch41,Content only,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_modelsize100epoch41,Content only,Random Forest,0.8393782383419689,0.8835616438356164,0.902097902097902,0.8927335640138407
DS_content_modelsize100epoch41,Content only,Ensemble,0.8963730569948186,0.912751677852349,0.951048951048951,0.9315068493150686
DS_content_modelsize100epoch41,Content only,Neural Net,0.8808290155440415,0.8846153846153846,0.965034965034965,0.923076923076923
DS_tags_modelsize100epoch41,Tags only,Nearest Neighbors,0.932642487046632,0.9166666666666666,1.0,0.9565217391304348
DS_tags_modelsize100epoch41,Tags only,SVM RBF,0.922279792746114,0.9050632911392406,1.0,0.9501661129568107
DS_tags_modelsize100epoch41,Tags only,Decision Tree,0.917098445595855,0.915032679738562,0.9790209790209792,0.945945945945946
DS_tags_modelsize100epoch41,Tags only,Gaussian Naive Bayes,0.932642487046632,0.9166666666666666,1.0,0.9565217391304348
DS_tags_modelsize100epoch41,Tags only,Random Forest,0.917098445595855,0.915032679738562,0.9790209790209792,0.945945945945946
DS_tags_modelsize100epoch41,Tags only,Ensemble,0.932642487046632,0.9166666666666666,1.0,0.9565217391304348
DS_tags_modelsize100epoch41,Tags only,Neural Net,0.8860103626943006,0.8666666666666667,1.0,0.9285714285714286
DS_content_tags_modelsize100epoch41,Content and tags,Nearest Neighbors,0.9533678756476685,0.971830985915493,0.965034965034965,0.968421052631579
DS_content_tags_modelsize100epoch41,Content and tags,SVM RBF,0.9430051813471504,0.9583333333333334,0.965034965034965,0.9616724738675956
DS_content_tags_modelsize100epoch41,Content and tags,Decision Tree,0.922279792746114,0.9383561643835616,0.958041958041958,0.9480968858131488
DS_content_tags_modelsize100epoch41,Content and tags,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_tags_modelsize100epoch41,Content and tags,Random Forest,0.922279792746114,0.9383561643835616,0.958041958041958,0.9480968858131488
DS_content_tags_modelsize100epoch41,Content and tags,Ensemble,0.932642487046632,0.9452054794520548,0.965034965034965,0.9550173010380624
DS_content_tags_modelsize100epoch41,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch51,Content only,Nearest Neighbors,0.911917098445596,0.9375,0.944055944055944,0.940766550522648
DS_content_modelsize100epoch51,Content only,SVM RBF,0.927461139896373,0.9448275862068966,0.958041958041958,0.9513888888888888
DS_content_modelsize100epoch51,Content only,Decision Tree,0.8341968911917098,0.8775510204081632,0.902097902097902,0.8896551724137932
DS_content_modelsize100epoch51,Content only,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_modelsize100epoch51,Content only,Random Forest,0.8341968911917098,0.8775510204081632,0.902097902097902,0.8896551724137932
DS_content_modelsize100epoch51,Content only,Ensemble,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_content_modelsize100epoch51,Content only,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_tags_modelsize100epoch51,Tags only,Nearest Neighbors,0.8963730569948186,0.9241379310344828,0.9370629370629372,0.9305555555555556
DS_tags_modelsize100epoch51,Tags only,SVM RBF,0.9015544041450776,0.918918918918919,0.951048951048951,0.9347079037800688
DS_tags_modelsize100epoch51,Tags only,Decision Tree,0.8808290155440415,0.910958904109589,0.93006993006993,0.9204152249134948
DS_tags_modelsize100epoch51,Tags only,Gaussian Naive Bayes,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_tags_modelsize100epoch51,Tags only,Random Forest,0.8808290155440415,0.910958904109589,0.93006993006993,0.9204152249134948
DS_tags_modelsize100epoch51,Tags only,Ensemble,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_tags_modelsize100epoch51,Tags only,Neural Net,0.8601036269430051,0.8625,0.965034965034965,0.9108910891089108
DS_content_tags_modelsize100epoch51,Content and tags,Nearest Neighbors,0.9533678756476685,0.971830985915493,0.965034965034965,0.968421052631579
DS_content_tags_modelsize100epoch51,Content and tags,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_tags_modelsize100epoch51,Content and tags,Decision Tree,0.9067357512953368,0.9370629370629372,0.9370629370629372,0.9370629370629372
DS_content_tags_modelsize100epoch51,Content and tags,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_tags_modelsize100epoch51,Content and tags,Random Forest,0.9067357512953368,0.9370629370629372,0.9370629370629372,0.9370629370629372
DS_content_tags_modelsize100epoch51,Content and tags,Ensemble,0.9533678756476685,0.971830985915493,0.965034965034965,0.968421052631579
DS_content_tags_modelsize100epoch51,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch61,Content only,Nearest Neighbors,0.9067357512953368,0.9194630872483222,0.958041958041958,0.9383561643835616
DS_content_modelsize100epoch61,Content only,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_modelsize100epoch61,Content only,Decision Tree,0.8238341968911918,0.8707482993197279,0.8951048951048951,0.8827586206896552
DS_content_modelsize100epoch61,Content only,Gaussian Naive Bayes,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch61,Content only,Random Forest,0.8238341968911918,0.8707482993197279,0.8951048951048951,0.8827586206896552
DS_content_modelsize100epoch61,Content only,Ensemble,0.911917098445596,0.9256756756756755,0.958041958041958,0.9415807560137456
DS_content_modelsize100epoch61,Content only,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_tags_modelsize100epoch61,Tags only,Nearest Neighbors,0.922279792746114,0.9210526315789472,0.9790209790209792,0.9491525423728812
DS_tags_modelsize100epoch61,Tags only,SVM RBF,0.9067357512953368,0.8930817610062893,0.993006993006993,0.9403973509933774
DS_tags_modelsize100epoch61,Tags only,Decision Tree,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_tags_modelsize100epoch61,Tags only,Gaussian Naive Bayes,0.922279792746114,0.9210526315789472,0.9790209790209792,0.9491525423728812
DS_tags_modelsize100epoch61,Tags only,Random Forest,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_tags_modelsize100epoch61,Tags only,Ensemble,0.922279792746114,0.9210526315789472,0.9790209790209792,0.9491525423728812
DS_tags_modelsize100epoch61,Tags only,Neural Net,0.8911917098445595,0.8719512195121951,1.0,0.9315960912052116
DS_content_tags_modelsize100epoch61,Content and tags,Nearest Neighbors,0.917098445595855,0.9379310344827586,0.951048951048951,0.9444444444444444
DS_content_tags_modelsize100epoch61,Content and tags,SVM RBF,0.9481865284974094,0.9716312056737588,0.958041958041958,0.964788732394366
DS_content_tags_modelsize100epoch61,Content and tags,Decision Tree,0.8911917098445595,0.9295774647887324,0.9230769230769232,0.9263157894736844
DS_content_tags_modelsize100epoch61,Content and tags,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_tags_modelsize100epoch61,Content and tags,Random Forest,0.8911917098445595,0.9295774647887324,0.9230769230769232,0.9263157894736844
DS_content_tags_modelsize100epoch61,Content and tags,Ensemble,0.927461139896373,0.9448275862068966,0.958041958041958,0.9513888888888888
DS_content_tags_modelsize100epoch61,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch71,Content only,Nearest Neighbors,0.922279792746114,0.9444444444444444,0.951048951048951,0.9477351916376306
DS_content_modelsize100epoch71,Content only,SVM RBF,0.927461139896373,0.9448275862068966,0.958041958041958,0.9513888888888888
DS_content_modelsize100epoch71,Content only,Decision Tree,0.8808290155440415,0.9166666666666666,0.9230769230769232,0.9198606271777002
DS_content_modelsize100epoch71,Content only,Gaussian Naive Bayes,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929292
DS_content_modelsize100epoch71,Content only,Random Forest,0.8808290155440415,0.9166666666666666,0.9230769230769232,0.9198606271777002
DS_content_modelsize100epoch71,Content only,Ensemble,0.9067357512953368,0.9251700680272108,0.951048951048951,0.9379310344827588
DS_content_modelsize100epoch71,Content only,Neural Net,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929292
DS_tags_modelsize100epoch71,Tags only,Nearest Neighbors,0.9067357512953368,0.9084967320261438,0.972027972027972,0.9391891891891893
DS_tags_modelsize100epoch71,Tags only,SVM RBF,0.8860103626943006,0.8805031446540881,0.9790209790209792,0.9271523178807948
DS_tags_modelsize100epoch71,Tags only,Decision Tree,0.8652849740932642,0.903448275862069,0.916083916083916,0.9097222222222222
DS_tags_modelsize100epoch71,Tags only,Gaussian Naive Bayes,0.8911917098445595,0.8910256410256411,0.972027972027972,0.9297658862876254
DS_tags_modelsize100epoch71,Tags only,Random Forest,0.8652849740932642,0.903448275862069,0.916083916083916,0.9097222222222222
DS_tags_modelsize100epoch71,Tags only,Ensemble,0.9015544041450776,0.9025974025974026,0.972027972027972,0.936026936026936
DS_tags_modelsize100epoch71,Tags only,Neural Net,0.8860103626943006,0.8666666666666667,1.0,0.9285714285714286
DS_content_tags_modelsize100epoch71,Content and tags,Nearest Neighbors,0.932642487046632,0.9513888888888888,0.958041958041958,0.9547038327526132
DS_content_tags_modelsize100epoch71,Content and tags,SVM RBF,0.9481865284974094,0.9716312056737588,0.958041958041958,0.964788732394366
DS_content_tags_modelsize100epoch71,Content and tags,Decision Tree,0.8860103626943006,0.91156462585034,0.9370629370629372,0.9241379310344828
DS_content_tags_modelsize100epoch71,Content and tags,Gaussian Naive Bayes,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_content_tags_modelsize100epoch71,Content and tags,Random Forest,0.8860103626943006,0.91156462585034,0.9370629370629372,0.9241379310344828
DS_content_tags_modelsize100epoch71,Content and tags,Ensemble,0.932642487046632,0.9452054794520548,0.965034965034965,0.9550173010380624
DS_content_tags_modelsize100epoch71,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch81,Content only,Nearest Neighbors,0.8963730569948186,0.9183673469387756,0.944055944055944,0.9310344827586208
DS_content_modelsize100epoch81,Content only,SVM RBF,0.9430051813471504,0.9647887323943662,0.958041958041958,0.9614035087719298
DS_content_modelsize100epoch81,Content only,Decision Tree,0.8497409326424871,0.9071428571428573,0.8881118881118881,0.8975265017667844
DS_content_modelsize100epoch81,Content only,Gaussian Naive Bayes,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch81,Content only,Random Forest,0.8497409326424871,0.9071428571428573,0.8881118881118881,0.8975265017667844
DS_content_modelsize100epoch81,Content only,Ensemble,0.922279792746114,0.9444444444444444,0.951048951048951,0.9477351916376306
DS_content_modelsize100epoch81,Content only,Neural Net,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929292
DS_tags_modelsize100epoch81,Tags only,Nearest Neighbors,0.911917098445596,0.9090909090909092,0.9790209790209792,0.9427609427609428
DS_tags_modelsize100epoch81,Tags only,SVM RBF,0.911917098445596,0.903846153846154,0.986013986013986,0.94314381270903
DS_tags_modelsize100epoch81,Tags only,Decision Tree,0.9015544041450776,0.9078947368421052,0.965034965034965,0.9355932203389832
DS_tags_modelsize100epoch81,Tags only,Gaussian Naive Bayes,0.911917098445596,0.903846153846154,0.986013986013986,0.94314381270903
DS_tags_modelsize100epoch81,Tags only,Random Forest,0.9015544041450776,0.9078947368421052,0.965034965034965,0.9355932203389832
DS_tags_modelsize100epoch81,Tags only,Ensemble,0.911917098445596,0.903846153846154,0.986013986013986,0.94314381270903
DS_tags_modelsize100epoch81,Tags only,Neural Net,0.8808290155440415,0.8658536585365854,0.993006993006993,0.9250814332247558
DS_content_tags_modelsize100epoch81,Content and tags,Nearest Neighbors,0.927461139896373,0.9387755102040816,0.965034965034965,0.9517241379310344
DS_content_tags_modelsize100epoch81,Content and tags,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_tags_modelsize100epoch81,Content and tags,Decision Tree,0.8860103626943006,0.8954248366013072,0.958041958041958,0.9256756756756755
DS_content_tags_modelsize100epoch81,Content and tags,Gaussian Naive Bayes,0.9015544041450776,0.9078947368421052,0.965034965034965,0.9355932203389832
DS_content_tags_modelsize100epoch81,Content and tags,Random Forest,0.8860103626943006,0.8954248366013072,0.958041958041958,0.9256756756756755
DS_content_tags_modelsize100epoch81,Content and tags,Ensemble,0.9067357512953368,0.9194630872483222,0.958041958041958,0.9383561643835616
DS_content_tags_modelsize100epoch81,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch91,Content only,Nearest Neighbors,0.932642487046632,0.9513888888888888,0.958041958041958,0.9547038327526132
DS_content_modelsize100epoch91,Content only,SVM RBF,0.927461139896373,0.9448275862068966,0.958041958041958,0.9513888888888888
DS_content_modelsize100epoch91,Content only,Decision Tree,0.8652849740932642,0.9090909090909092,0.9090909090909092,0.9090909090909092
DS_content_modelsize100epoch91,Content only,Gaussian Naive Bayes,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch91,Content only,Random Forest,0.8652849740932642,0.9090909090909092,0.9090909090909092,0.9090909090909092
DS_content_modelsize100epoch91,Content only,Ensemble,0.9067357512953368,0.9251700680272108,0.951048951048951,0.9379310344827588
DS_content_modelsize100epoch91,Content only,Neural Net,0.8963730569948186,0.9019607843137256,0.965034965034965,0.9324324324324323
DS_tags_modelsize100epoch91,Tags only,Nearest Neighbors,0.917098445595855,0.9096774193548388,0.986013986013986,0.9463087248322148
DS_tags_modelsize100epoch91,Tags only,SVM RBF,0.8963730569948186,0.8819875776397516,0.993006993006993,0.9342105263157896
DS_tags_modelsize100epoch91,Tags only,Decision Tree,0.8704663212435233,0.8986486486486487,0.93006993006993,0.914089347079038
DS_tags_modelsize100epoch91,Tags only,Gaussian Naive Bayes,0.8911917098445595,0.8765432098765432,0.993006993006993,0.9311475409836064
DS_tags_modelsize100epoch91,Tags only,Random Forest,0.8704663212435233,0.8986486486486487,0.93006993006993,0.914089347079038
DS_tags_modelsize100epoch91,Tags only,Ensemble,0.911917098445596,0.903846153846154,0.986013986013986,0.94314381270903
DS_tags_modelsize100epoch91,Tags only,Neural Net,0.8911917098445595,0.8719512195121951,1.0,0.9315960912052116
DS_content_tags_modelsize100epoch91,Content and tags,Nearest Neighbors,0.932642487046632,0.9513888888888888,0.958041958041958,0.9547038327526132
DS_content_tags_modelsize100epoch91,Content and tags,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_tags_modelsize100epoch91,Content and tags,Decision Tree,0.8756476683937824,0.9219858156028368,0.9090909090909092,0.9154929577464788
DS_content_tags_modelsize100epoch91,Content and tags,Gaussian Naive Bayes,0.9067357512953368,0.913907284768212,0.965034965034965,0.9387755102040816
DS_content_tags_modelsize100epoch91,Content and tags,Random Forest,0.8756476683937824,0.9219858156028368,0.9090909090909092,0.9154929577464788
DS_content_tags_modelsize100epoch91,Content and tags,Ensemble,0.932642487046632,0.9513888888888888,0.958041958041958,0.9547038327526132
DS_content_tags_modelsize100epoch91,Content and tags,Neural Net,0.8860103626943006,0.8903225806451613,0.965034965034965,0.9261744966442954
DS_content_modelsize100epoch100,Content only,Nearest Neighbors,0.922279792746114,0.9507042253521126,0.944055944055944,0.9473684210526316
DS_content_modelsize100epoch100,Content only,SVM RBF,0.922279792746114,0.9444444444444444,0.951048951048951,0.9477351916376306
DS_content_modelsize100epoch100,Content only,Decision Tree,0.8601036269430051,0.9142857142857144,0.8951048951048951,0.9045936395759716
DS_content_modelsize100epoch100,Content only,Gaussian Naive Bayes,0.8756476683937824,0.8789808917197452,0.965034965034965,0.92
DS_content_modelsize100epoch100,Content only,Random Forest,0.8601036269430051,0.9142857142857144,0.8951048951048951,0.9045936395759716
DS_content_modelsize100epoch100,Content only,Ensemble,0.8963730569948186,0.9241379310344828,0.9370629370629372,0.9305555555555556
DS_content_modelsize100epoch100,Content only,Neural Net,0.8808290155440415,0.8846153846153846,0.965034965034965,0.923076923076923
DS_tags_modelsize100epoch100,Tags only,Nearest Neighbors,0.9015544041450776,0.8974358974358975,0.9790209790209792,0.9364548494983278
DS_tags_modelsize100epoch100,Tags only,SVM RBF,0.9067357512953368,0.8980891719745223,0.986013986013986,0.94
DS_tags_modelsize100epoch100,Tags only,Decision Tree,0.8808290155440415,0.8947368421052632,0.951048951048951,0.9220338983050848
DS_tags_modelsize100epoch100,Tags only,Gaussian Naive Bayes,0.9067357512953368,0.8980891719745223,0.986013986013986,0.94
DS_tags_modelsize100epoch100,Tags only,Random Forest,0.8808290155440415,0.8947368421052632,0.951048951048951,0.9220338983050848
DS_tags_modelsize100epoch100,Tags only,Ensemble,0.9015544041450776,0.8924050632911392,0.986013986013986,0.93687707641196
DS_tags_modelsize100epoch100,Tags only,Neural Net,0.8963730569948186,0.8819875776397516,0.993006993006993,0.9342105263157896
DS_content_tags_modelsize100epoch100,Content and tags,Nearest Neighbors,0.9067357512953368,0.9251700680272109,0.951048951048951,0.9379310344827587
DS_content_tags_modelsize100epoch100,Content and tags,SVM RBF,0.9378238341968912,0.958041958041958,0.958041958041958,0.958041958041958
DS_content_tags_modelsize100epoch100,Content and tags,Decision Tree,0.8911917098445595,0.9236111111111112,0.9300699300699301,0.926829268292683
DS_content_tags_modelsize100epoch100,Content and tags,Gaussian Naive Bayes,0.9015544041450777,0.9078947368421053,0.965034965034965,0.9355932203389831
DS_content_tags_modelsize100epoch100,Content and tags,Random Forest,0.8911917098445595,0.9236111111111112,0.9300699300699301,0.926829268292683
DS_content_tags_modelsize100epoch100,Content and tags,Ensemble,0.917098445595855,0.9319727891156463,0.958041958041958,0.9448275862068966
DS_content_tags_modelsize100epoch100,Content and tags,Neural Net,0.8911917098445595,0.8961038961038961,0.965034965034965,0.9292929292929293
