App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7579329102447869,0.867237687366167,0.8499475341028332,0.1630094043887147,0.8585055643879174
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5056448337877821,1.0,0.5056448337877821,0.6716654850343701,0.6716654850343701
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8785131459655485,0.9384368308351178,0.9197271773347324,0.5799373040752351,0.9289878113407524
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.8640072529465095,0.972909305064782,0.8667366211962224,0.6287128712871287,0.9167591564927856
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8748866727107888,0.9335106382978724,0.9207764952780692,0.5591054313099042,0.9270998415213946
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8649138712601995,0.9685314685314684,0.8719832109129066,0.6227848101265823,0.917725013804528
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8748866727107888,0.9335106382978724,0.9207764952780692,0.5591054313099042,0.9270998415213946
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8730734360834089,0.9471947194719472,0.9034627492130116,0.5930232558139534,0.924812030075188
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.870806890299184,0.9290629962943356,0.9207764952780692,0.5380875202593193,0.9249011857707512
phoenix,DS_content_modelsize100epoch31,Content only,Dummy,0.50917225950783,0.5806697108066972,0.5828877005347594,0.4060638873849486,0.5817765916889059
phoenix,DS_content_modelsize100epoch31,Content only,Threshold,0.4129434190338928,1.0,0.4129434190338928,0.5845151525122569,0.5845151525122569
phoenix,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,Decision Tree,0.9682326621923938,0.9805900621118012,0.9648586707410236,0.9620928990923652,0.9726607624181748
phoenix,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.9794183445190155,0.999209486166008,0.9656226126814362,0.9757383966244728,0.982128982128982
phoenix,DS_content_modelsize100epoch31,Content only,Random Forest,0.9682326621923938,0.9805900621118012,0.9648586707410236,0.9620928990923652,0.9726607624181748
phoenix,DS_content_modelsize100epoch31,Content only,Ensemble,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,Neural Network,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5131991051454139,0.5861262665627436,0.5744843391902216,0.4206602768903088,0.5802469135802469
phoenix,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5400297549862848,1.0,0.5400297549862848,0.7013237935666954,0.7013237935666954
phoenix,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.7610738255033557,0.775408670931059,0.8334606569900688,0.6955530216647662,0.8033873343151694
phoenix,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.7946308724832215,0.7931034482758621,0.878533231474408,0.7317358270017533,0.8336353751359188
phoenix,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.7024608501118568,0.7458015267175573,0.7463712757830405,0.6407347379794706,0.7460862924780451
phoenix,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.7127516778523489,0.855923159018143,0.612681436210848,0.7113309352517986,0.7141585040071239
phoenix,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.7024608501118568,0.7458015267175573,0.7463712757830405,0.6407347379794706,0.7460862924780451
phoenix,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.7539149888143176,0.7877179681576952,0.7937356760886173,0.7014115092290988,0.7907153729071538
phoenix,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.7776286353467562,0.8316993464052288,0.7776928953399541,0.743417656169334,0.8037899723647849
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.5176733780760626,0.5863874345549738,0.5989304812834224,0.4089912280701754,0.5925925925925924
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4381189269608071,1.0,0.4381189269608071,0.6092944314232603,0.6092944314232603
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.7959731543624161,0.7895451459606245,0.8884644766997708,0.7298578199052134,0.8360891445003594
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.829082774049217,0.7909604519774012,0.962566844919786,0.7563775510204082,0.8683666436940041
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.7588366890380314,0.7894736842105263,0.8021390374331551,0.7056253413435281,0.7957559681697612
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.6666666666666666,0.8507462686567164,0.5225362872421696,0.683920237590157,0.6474207288215806
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.760178970917226,0.7899474868717179,0.8044308632543926,0.7067833698030633,0.7971233913701741
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.7767337807606264,0.7947598253275109,0.8342245989304813,0.7207610520425294,0.8140141632500931
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.7870246085011185,0.824124513618677,0.8090145148968678,0.746268656716418,0.8164996144949883
ppma,DS_content_modelsize100epoch31,Content only,Dummy,0.7929969104016478,0.8739977090492554,0.8934426229508197,0.0651162790697674,0.8836132020845396
ppma,DS_content_modelsize100epoch31,Content only,Threshold,0.453713728886964,1.0,0.453713728886964,0.6242133094998696,0.6242133094998696
ppma,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.8650875386199794,0.8916576381365113,0.9637002341920374,0.206060606060606,0.9262802476083288
ppma,DS_content_modelsize100epoch31,Content only,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_content_modelsize100epoch31,Content only,Decision Tree,0.850669412976313,0.9051428571428572,0.927400468384075,0.3192488262910798,0.9161364950838636
ppma,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.7497425334706488,0.9935379644588044,0.7201405152224825,0.4818763326226013,0.835030549898167
ppma,DS_content_modelsize100epoch31,Content only,Random Forest,0.850669412976313,0.9051428571428572,0.927400468384075,0.3192488262910798,0.9161364950838636
ppma,DS_content_modelsize100epoch31,Content only,Ensemble,0.8527291452111225,0.9053591790193842,0.9297423887587822,0.3222748815165877,0.9173887926054304
ppma,DS_content_modelsize100epoch31,Content only,Neural Network,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7929969104016478,0.8748564867967853,0.892271662763466,0.0737327188940092,0.8834782608695653
ppma,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5537245560848852,1.0,0.5537245560848852,0.7127705537205057,0.7127705537205057
ppma,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.86302780638517,0.8948521358159912,0.9566744730679156,0.24,0.9247311827956988
ppma,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8414006179196705,0.9088785046728972,0.911007025761124,0.3362068965517241,0.9099415204678364
ppma,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.756951596292482,0.9920382165605096,0.7295081967213115,0.4869565217391304,0.8407557354925776
ppma,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8403707518022657,0.9078179696616102,0.911007025761124,0.329004329004329,0.9094097019286966
ppma,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.84346035015448,0.9071925754060324,0.9156908665105388,0.3274336283185841,0.9114219114219114
ppma,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7929969104016478,0.8809801633605601,0.8840749414519906,0.12987012987012986,0.8825248392752776
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4598744045041143,1.0,0.4598744045041143,0.6300191346396309,0.6300191346396309
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8692070030895983,0.9052396878483835,0.9508196721311475,0.33507853403141363,0.9274700171330668
ppma,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8537590113285273,0.9054669703872438,0.9309133489461359,0.3238095238095239,0.9180138568129331
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8022657054582905,0.9882005899705014,0.7845433255269321,0.5317073170731706,0.8746736292428198
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8537590113285273,0.9054669703872438,0.9309133489461359,0.3238095238095239,0.9180138568129331
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8537590113285273,0.9054669703872438,0.9309133489461359,0.3238095238095239,0.9180138568129331
ppma,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
