App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
mrbs,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.871523178807947,0.9840737636211232,0.8118948824343015,0.8461131676361714,0.8897309586964759
mrbs,DS_content_modelsize100epoch31,Content only,Random Forest,0.9002207505518763,0.9195323246217332,0.9246196403872752,0.8613496932515338,0.9220689655172416
mrbs,DS_content_modelsize100epoch31,Content only,Ensemble,0.9200883002207504,0.9389312977099236,0.9356846473029046,0.8898356664637858,0.9373051610668514
mrbs,DS_content_modelsize100epoch31,Content only,Neural Network,0.9311258278145697,0.9346361185983828,0.9591977869986168,0.9025,0.9467576791808874
mrbs,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5280353200883002,0.6304498269896194,0.6300138312586445,0.3477730323367907,0.6302317537184365
mrbs,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5373867685070908,1.0,0.5373867685070908,0.6990911844895487,0.6990911844895487
mrbs,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.6384105960264901,0.7131203263086335,0.7254495159059474,0.4922504649721016,0.7192320877613987
mrbs,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.649448123620309,0.9527777777777776,0.4744121715076071,0.6641285956006768,0.6334256694367498
mrbs,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.6578366445916115,0.7520661157024794,0.6922544951590595,0.5579007415858529,0.7209218581202737
mrbs,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.6503311258278146,0.9752906976744186,0.4640387275242047,0.6694490818030051,0.6288659793814433
mrbs,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.6569536423841059,0.7390993566833453,0.715076071922545,0.5388724035608309,0.7268892794376098
mrbs,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.6556291390728477,0.7831632653061225,0.6369294605809128,0.5911949685534591,0.7025171624713958
mrbs,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.6437086092715232,0.6463582226294091,0.9757952973720608,0.1043285238623751,0.7776246899972445
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.528476821192053,0.630524861878453,0.6313969571230982,0.3471882640586797,0.630960608154803
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4394895559229677,1.0,0.4394895559229677,0.6106186100685906,0.6106186100685906
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9858719646799116,0.9862448418156808,0.991701244813278,0.9803680981595092,0.9889655172413792
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.9885209713024282,0.9849726775956285,0.9972337482710928,0.9839506172839506,0.99106529209622
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.9788079470198676,0.981404958677686,0.9854771784232366,0.9705882352941176,0.9834368530020704
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.7580573951434879,0.9869848156182212,0.6293222683264177,0.7465309898242368,0.768581081081081
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.9788079470198676,0.981404958677686,0.9854771784232366,0.9705882352941176,0.9834368530020704
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.9858719646799116,0.9862448418156808,0.991701244813278,0.9803680981595092,0.9889655172413792
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.9867549668874172,0.9896265560165975,0.9896265560165975,0.9816849816849816,0.9896265560165975
pagekit,DS_content_modelsize100epoch31,Content only,Dummy,0.5159301130524152,0.5855777584708949,0.591747146619842,0.4119850187265917,0.588646288209607
pagekit,DS_content_modelsize100epoch31,Content only,Threshold,0.4332597935551719,1.0,0.4332597935551719,0.6045795682030259,0.6045795682030259
pagekit,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.6659815005138746,0.7192825112107624,0.704126426690079,0.6031746031746033,0.7116237799467613
pagekit,DS_content_modelsize100epoch31,Content only,SVM RBF,0.6813977389516958,0.7212276214833759,0.742756804214223,0.6075949367088608,0.731833910034602
pagekit,DS_content_modelsize100epoch31,Content only,Decision Tree,0.6572456320657759,0.7037996545768567,0.7155399473222125,0.5818181818181819,0.7096212451023074
pagekit,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.6670092497430626,0.993963782696177,0.4337137840210711,0.7127659574468085,0.6039119804400979
pagekit,DS_content_modelsize100epoch31,Content only,Random Forest,0.658273381294964,0.7050173010380623,0.7155399473222125,0.5835942391984973,0.7102396514161221
pagekit,DS_content_modelsize100epoch31,Content only,Ensemble,0.6747173689619733,0.7480392156862745,0.6698858647936786,0.634737449509521,0.7068087077350623
pagekit,DS_content_modelsize100epoch31,Content only,Neural Network,0.6819116135662898,0.7199661590524534,0.7471466198419666,0.6059834500318269,0.7333046100818613
pagekit,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5092497430626927,0.5791738382099828,0.5908691834942933,0.3997485857950974,0.5849630595393308
pagekit,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5310638881585715,1.0,0.5310638881585715,0.693718782430808,0.693718782430808
pagekit,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.6068859198355602,0.6587436332767402,0.6812993854258121,0.5142857142857142,0.669831678895123
pagekit,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.6634121274409044,0.7068376068376069,0.7260755048287972,0.5862286797220467,0.7163274144651364
pagekit,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.590955806783145,0.6495204882301656,0.6540825285338016,0.5043586550435866,0.6517935258092737
pagekit,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.566289825282631,0.8954423592493298,0.2932396839332748,0.6453781512605041,0.4417989417989418
pagekit,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.5899280575539568,0.6478751084128361,0.655838454784899,0.5012500000000001,0.6518324607329843
pagekit,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.6022610483042138,0.6736441484300666,0.6215978928884986,0.5452408930669801,0.6465753424657534
pagekit,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.6654676258992805,0.730188679245283,0.6795434591747147,0.6154754873006497,0.703956343792633
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.5092497430626927,0.577834179357022,0.5996488147497805,0.3921069382558879,0.5885394226626454
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4380608360672603,1.0,0.4380608360672603,0.6092382534597743,0.6092382534597743
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.6778006166495375,0.7281639928698752,0.7172958735733099,0.615573267933783,0.7226890756302521
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.6860226104830421,0.7578125,0.6812993854258121,0.6466165413533835,0.7175219602404068
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.6618705035971223,0.7111501316944688,0.7111501316944688,0.5923172242874845,0.7111501316944687
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.6628982528263104,0.9229422066549912,0.4626865671641791,0.6993583868010999,0.6163742690058479
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.6623843782117164,0.7114035087719298,0.7120280948200176,0.5926844389336641,0.711715664765248
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.6870503597122302,0.7548076923076923,0.6892010535557507,0.6444833625218914,0.7205139972464434
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.6860226104830421,0.7608695652173914,0.6760316066725197,0.6490522688110282,0.7159460715946072
petclinic,DS_content_modelsize100epoch31,Content only,Dummy,0.7506799637352675,0.8637339055793991,0.844700944386149,0.1433021806853582,0.8541114058355437
petclinic,DS_content_modelsize100epoch31,Content only,Threshold,0.5063062017752509,1.0,0.5063062017752509,0.6722487116876315,0.6722487116876315
petclinic,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.913417951042611,0.9520295202952028,0.9475341028331584,0.6863711001642037,0.949776492242966
petclinic,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9261106074342702,0.961355214399153,0.9527806925498428,0.7358184764991896,0.9570487483530964
petclinic,DS_content_modelsize100epoch31,Content only,Decision Tree,0.899365367180417,0.947872340425532,0.9349422875131164,0.645367412140575,0.9413629160063391
petclinic,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.9111514052583862,0.927927927927928,0.9727177334732424,0.6141732283464567,0.9497950819672132
petclinic,DS_content_modelsize100epoch31,Content only,Random Forest,0.899365367180417,0.947872340425532,0.9349422875131164,0.645367412140575,0.9413629160063391
petclinic,DS_content_modelsize100epoch31,Content only,Ensemble,0.9174977334542158,0.9536842105263158,0.950682056663169,0.6996699669966996,0.952180767209669
petclinic,DS_content_modelsize100epoch31,Content only,Neural Network,0.9242973708068905,0.9531005732152162,0.959601259181532,0.7155025553662692,0.956339869281046
petclinic,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7452402538531279,0.8585912486659552,0.8441762854144806,0.110759493670886,0.8513227513227513
petclinic,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5969020131113303,1.0,0.5969020131113303,0.7475750023614209,0.7475750023614209
petclinic,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.8649138712601995,0.9285714285714286,0.91395592864638,0.526984126984127,0.9212057112638816
petclinic,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.8644605621033545,0.9969078540507113,0.8457502623294858,0.6636670416197974,0.9151291512915128
petclinic,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8649138712601995,0.9258474576271186,0.9171038824763904,0.5177993527508091,0.9214549288350028
petclinic,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.8631006346328196,0.9944512946979038,0.8462749213011542,0.6583710407239819,0.9143990929705216
petclinic,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8644605621033545,0.9253573319216516,0.9171038824763904,0.5153970826580226,0.9212121212121211
petclinic,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.8649138712601995,0.9491620111731844,0.891395592864638,0.5837988826815642,0.9193722943722944
petclinic,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.8689936536718041,0.9622641509433962,0.8830010493179433,0.6182298546895642,0.9209302325581395
